所在地,都道府県,市区町村,緯度,経度,名称,最寄り1,バス1,最寄りバス停1,徒歩1,最寄り2,バス2,最寄りバス停2,徒歩2,最寄り3,バス3,最寄りバス停3,徒歩3,建物の写真,海抜,浸水の可能性,地震時の揺れやすさ,液状化の可能性,土砂災害の可能性,避難所名,避難所距離,避難所座標,家賃,管理費,敷金,礼金,間取り,面積,間取り図
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,24.9万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/993/100355886993/100355886993_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,24.9万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/393/100358318393/100358318393_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,24.95万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/513/100363807513/100363807513_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,24.95万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/379/100371015379/100371015379_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,25.05万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/184/100375983184/100375983184_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,25.1万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/426/100358318426/100358318426_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,25.3万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/196/100363805196/100363805196_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,25.3万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/447/100375983447/100375983447_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,25.8万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/767/100363803767/100363803767_co.jpg
東京都荒川区南千住７,東京都,荒川区,139.798691,35.735664,nido南千住,ＪＲ常磐線/南千住駅,,,歩8分,京成本線/千住大橋駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/498/100357466498/100357466498_gw.jpg,0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第三瑞光小学校,5.4973759,139.7987 35.735615,25.8万円,20000円,-,-,3LDK,67.35m2,https://img01.suumo.com/front/gazo/fr/bukken/457/100375983457/100375983457_co.jpg
東京都葛飾区四つ木５,東京都,葛飾区,139.840073,35.742016,HANAMIZUKIお花茶屋,京成本線/お花茶屋駅,,,歩7分,京成押上線/京成立石駅,,,歩15分,京成押上線/青砥駅,,,歩19分,https://img01.suumo.com/front/gazo/fr/bukken/522/100379312522/100379312522_gw.jpg,-0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,1185.42828919,139.8516121 35.74708096,13.5万円,10000円,13.5万円,-,2LDK,67.01m2,https://img01.suumo.com/front/gazo/fr/bukken/522/100379312522/100379312522_co.jpg
東京都葛飾区四つ木５,東京都,葛飾区,139.840073,35.742016,京成本線 お花茶屋駅 5階建 築21年,京成本線/お花茶屋駅,,,歩7分,京成押上線/京成立石駅,,,歩15分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/361/100379293361/100379293361_gw.jpg,-0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,1185.42828919,139.8516121 35.74708096,13.5万円,10000円,13.5万円,-,2LDK,67.01m2,https://img01.suumo.com/front/gazo/fr/bukken/361/100379293361/100379293361_co.jpg
東京都荒川区荒川６,東京都,荒川区,139.777557,35.742123,東京メトロ千代田線 町屋駅 3階建 築5年,東京メトロ千代田線/町屋駅,,,歩6分,京成本線/新三河島駅,,,歩11分,日暮里・舎人ライナー/赤土小学校前駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/102/100375528102/100375528102_gw.jpg,2.1,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第九峡田小学校,179.17421456,139.779499 35.742441,10.55万円,4300円,-,10.55万円,1LDK,36.81m2,https://img01.suumo.com/front/gazo/fr/bukken/102/100375528102/100375528102_co.jpg
東京都荒川区町屋２,東京都,荒川区,139.778702,35.744446,ＦＡＮＳＯＮ＃1　ファンソンイチ,東京メトロ千代田線/町屋駅,,,歩5分,京成本線/新三河島駅,,,歩15分,日暮里・舎人ライナー/熊野前駅,,,歩15分,https://img01.suumo.com/front/gazo/fr/bukken/373/100374801373/100374801373_gw.jpg,2.1,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第四峡田小学校,130.50187153,139.780005 35.744951,12.5万円,3000円,12.5万円,18.75万円,1LDK,48.14m2,https://img01.suumo.com/front/gazo/fr/bukken/373/100374801373/100374801373_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,ＪＲ山手線 日暮里駅 6階建 築13年,ＪＲ山手線/日暮里駅,,,歩7分,ＪＲ山手線/西日暮里駅,,,歩9分,ＪＲ常磐線/三河島駅,,,歩10分,https://img01.suumo.com/front/gazo/fr/bukken/234/100379224234/100379224234_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,8.2万円,5000円,8.2万円,8.2万円,1K,22.33m2,https://img01.suumo.com/front/gazo/fr/bukken/234/100379224234/100379224234_co.jpg
東京都荒川区西日暮里６,東京都,荒川区,139.769455,35.736172,東京メトロ千代田線 西日暮里駅 5階建 築9年,東京メトロ千代田線/西日暮里駅,,,歩4分,京成本線/新三河島駅,,,歩8分,ＪＲ常磐線/三河島駅,,,歩12分,https://img01.suumo.com/front/gazo/fr/bukken/735/100379288735/100379288735_gw.jpg,3.8,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,第六日暮里小学校,69.53214847,139.7696909 35.73557557,8.2万円,5000円,4.1万円,12.3万円,1K,20.28m2,https://img01.suumo.com/front/gazo/fr/bukken/735/100379288735/100379288735_co.jpg
東京都荒川区西日暮里６,東京都,荒川区,139.769455,35.736172,ロイヤルシティ西日暮里,ＪＲ山手線/西日暮里駅,,,歩6分,京成本線/新三河島駅,,,歩8分,ＪＲ京浜東北線/日暮里駅,,,歩12分,https://img01.suumo.com/front/gazo/fr/bukken/530/100379298530/100379298530_gw.jpg,3.8,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,第六日暮里小学校,69.53214847,139.7696909 35.73557557,8.2万円,5000円,4.1万円,12.3万円,1K,20.28m2,https://img01.suumo.com/front/gazo/fr/bukken/530/100379298530/100379298530_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,12.4万円,6000円,12.4万円,12.4万円,1LDK,33m2,https://img01.suumo.com/front/gazo/fr/bukken/438/100377880438/100377880438_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,12.4万円,6000円,12.4万円,12.4万円,1LDK,33m2,https://img01.suumo.com/front/gazo/fr/bukken/821/100378149821/100378149821_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,12.6万円,6000円,12.6万円,12.6万円,1LDK,33.63m2,https://img01.suumo.com/front/gazo/fr/bukken/723/100377562723/100377562723_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,12.9万円,6000円,12.9万円,12.9万円,1LDK,35.05m2,https://img01.suumo.com/front/gazo/fr/bukken/558/100379045558/100379045558_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,12.9万円,6000円,12.9万円,12.9万円,1LDK,34.44m2,https://img01.suumo.com/front/gazo/fr/bukken/462/100372582462/100372582462_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,17.6万円,8000円,35.2万円,35.2万円,2LDK,50.61m2,https://img01.suumo.com/front/gazo/fr/bukken/734/100379033734/100379033734_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,17.9万円,8000円,17.9万円,17.9万円,2LDK,50.61m2,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,グランデュール富士,東京メトロ千代田線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩13分,https://img01.suumo.com/front/gazo/fr/bukken/761/100377546761/100377546761_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,18万円,8000円,36万円,36万円,1SLDK,50.51m2,https://img01.suumo.com/front/gazo/fr/bukken/338/100377743338/100377743338_co.jpg
東京都荒川区西日暮里３,東京都,荒川区,139.766663,35.729725,METAL・KT,東京メトロ千代田線/千駄木駅,,,歩5分,ＪＲ山手線/日暮里駅,,,歩6分,ＪＲ山手線/西日暮里駅,,,歩8分,https://img01.suumo.com/front/gazo/fr/bukken/932/100379163932/100379163932_gw.jpg,10.1,-,中程度,非常に低い,なし,諏訪台ひろば館,83.93923048,139.767582 35.729621,8.5万円,-,8.5万円,8.5万円,1K,19.79m2,https://img01.suumo.com/front/gazo/fr/bukken/932/100379163932/100379163932_co.jpg
東京都荒川区東日暮里４,東京都,荒川区,139.780899,35.726601,ジェノヴィア東日暮里グリーンヴェール,ＪＲ山手線/鶯谷駅,,,歩6分,ＪＲ山手線/日暮里駅,,,歩11分,東京メトロ日比谷線/入谷駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/566/100379070566/100379070566_gw.jpg,2.6,0.5～3.0ｍ未満,中程度,やや高い,なし,第三日暮里小学校,254.36420958,139.781392 35.728858,18.85万円,18000円,18.85万円,18.85万円,2LDK,51.24m2,https://img01.suumo.com/front/gazo/fr/bukken/566/100379070566/100379070566_co.jpg
東京都荒川区東日暮里４,東京都,荒川区,139.780899,35.726601,ジェノヴィア東日暮里グリーンヴェール,ＪＲ山手線/鶯谷駅,,,歩6分,ＪＲ山手線/日暮里駅,,,歩11分,東京メトロ日比谷線/入谷駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/566/100379070566/100379070566_gw.jpg,2.6,0.5～3.0ｍ未満,中程度,やや高い,なし,第三日暮里小学校,254.36420958,139.781392 35.728858,19.85万円,18000円,-,-,2LDK,51.24m2,https://img01.suumo.com/front/gazo/fr/bukken/429/100377674429/100377674429_co.jpg
東京都荒川区荒川１,東京都,荒川区,139.786835,35.73476,LEXE 東京 East id,東京メトロ日比谷線/三ノ輪駅,,,歩10分,ＪＲ常磐線/三河島駅,,,歩16分,京成本線/町屋駅,,,歩18分,https://img01.suumo.com/front/gazo/fr/bukken/151/100379298151/100379298151_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第一中学校,87.9021983,139.787752 35.734498,7.9万円,15000円,-,-,1K,25.72m2,https://img01.suumo.com/front/gazo/fr/bukken/652/100379165652/100379165652_co.jpg
東京都荒川区荒川１,東京都,荒川区,139.786835,35.73476,LEXE 東京 East id,東京メトロ日比谷線/三ノ輪駅,,,歩10分,ＪＲ常磐線/三河島駅,,,歩16分,京成本線/町屋駅,,,歩18分,https://img01.suumo.com/front/gazo/fr/bukken/151/100379298151/100379298151_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,第一中学校,87.9021983,139.787752 35.734498,8.4万円,15000円,-,-,1K,25.72m2,https://img01.suumo.com/front/gazo/fr/bukken/151/100379298151/100379298151_co.jpg
東京都荒川区西日暮里２,東京都,荒川区,139.771027,35.730396,ＲＣ日暮里,ＪＲ山手線/日暮里駅,,,歩7分,ＪＲ山手線/西日暮里駅,,,歩9分,ＪＲ常磐線/三河島駅,,,歩10分,https://img01.suumo.com/front/gazo/fr/bukken/017/100379106017/100379106017_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,・高潮時は3階以上に避難,170.70501363,139.772516 35.731341,8.2万円,5000円,8.2万円,8.2万円,1K,22.33m2,https://img01.suumo.com/front/gazo/fr/bukken/017/100379106017/100379106017_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.3万円,10000円,14.3万円,14.3万円,2LDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/503/100377747503/100377747503_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.3万円,10000円,14.3万円,14.3万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/493/100376070493/100376070493_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.4万円,10000円,14.4万円,14.4万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/730/100377938730/100377938730_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.5万円,10000円,14.5万円,14.5万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/092/100377745092/100377745092_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.7万円,10000円,14.7万円,14.7万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/466/100376070466/100376070466_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.8万円,10000円,14.8万円,14.8万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/450/100376070450/100376070450_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.9万円,10000円,14.9万円,14.9万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/514/100377747514/100377747514_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.9万円,10000円,14.9万円,14.9万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/534/100377747534/100377747534_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.9万円,10000円,14.9万円,14.9万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/510/100377747510/100377747510_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,14.9万円,10000円,14.9万円,14.9万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/448/100376070448/100376070448_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15万円,10000円,15万円,15万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/515/100377747515/100377747515_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15万円,10000円,15万円,15万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/521/100377747521/100377747521_co.jpg
