所在地,都道府県,市区町村,緯度,経度,名称,最寄り1,バス1,最寄りバス停1,徒歩1,最寄り2,バス2,最寄りバス停2,徒歩2,最寄り3,バス3,最寄りバス停3,徒歩3,建物の写真,海抜,浸水の可能性,地震時の揺れやすさ,液状化の可能性,土砂災害の可能性,避難所名,避難所距離,避難所座標,家賃,管理費,敷金,礼金,間取り,面積,間取り図
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15万円,10000円,15万円,15万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/456/100376070456/100376070456_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.1万円,10000円,15.1万円,15.1万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/519/100377747519/100377747519_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.1万円,10000円,15.1万円,15.1万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/460/100377747460/100377747460_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.1万円,10000円,15.1万円,15.1万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/461/100376070461/100376070461_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.2万円,10000円,15.2万円,15.2万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/462/100376070462/100376070462_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.3万円,10000円,15.3万円,15.3万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/465/100376070465/100376070465_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.3万円,10000円,15.3万円,15.3万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/467/100376070467/100376070467_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.4万円,10000円,15.4万円,15.4万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/975/100377744975/100377744975_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.4万円,10000円,15.4万円,15.4万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/487/100377747487/100377747487_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.4万円,10000円,15.4万円,15.4万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/460/100376070460/100376070460_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.5万円,10000円,15.5万円,15.5万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/443/100376070443/100376070443_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.5万円,10000円,15.5万円,15.5万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/501/100377747501/100377747501_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.5万円,10000円,15.5万円,15.5万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/703/100376541703/100376541703_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.6万円,10000円,15.6万円,15.6万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/482/100376070482/100376070482_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.6万円,10000円,15.6万円,15.6万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.6万円,10000円,15.6万円,15.6万円,1SLDK,54.64m2,https://img01.suumo.com/front/gazo/fr/bukken/936/100376309936/100376309936_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.7万円,10000円,15.7万円,15.7万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/074/100377655074/100377655074_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.7万円,10000円,15.7万円,15.7万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/792/100377938792/100377938792_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.7万円,10000円,15.7万円,15.7万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/492/100377747492/100377747492_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.8万円,10000円,15.8万円,15.8万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/002/100376542002/100376542002_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.8万円,10000円,15.8万円,15.8万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/498/100377747498/100377747498_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.9万円,10000円,15.9万円,15.9万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/081/100377655081/100377655081_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.9万円,10000円,15.9万円,15.9万円,2LDK,58.04m2,/edit/assets/suumo/img/mycondition_now_printing.png
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,15.9万円,10000円,15.9万円,15.9万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/445/100376070445/100376070445_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,16万円,10000円,16万円,16万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/073/100377655073/100377655073_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,16万円,10000円,16万円,16万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/454/100376070454/100376070454_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,16.1万円,10000円,16.1万円,16.1万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/490/100376070490/100376070490_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,16.1万円,10000円,16.1万円,16.1万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/458/100376070458/100376070458_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,16.2万円,10000円,16.2万円,16.2万円,2LDK,58.04m2,https://img01.suumo.com/front/gazo/fr/bukken/470/100376070470/100376070470_co.jpg
東京都葛飾区青戸６,東京都,葛飾区,139.858231,35.750206,ウィステリア青砥,京成押上線/青砥駅,,,歩8分,北総線/京成高砂駅,,,歩14分,京成押上線/京成立石駅,,,歩22分,https://img01.suumo.com/front/gazo/fr/bukken/439/100376070439/100376070439_gw.jpg,1.2,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,691.83460456,139.8516121 35.74708096,16.2万円,10000円,16.2万円,16.2万円,2LDK,57.5m2,https://img01.suumo.com/front/gazo/fr/bukken/467/100377747467/100377747467_co.jpg
東京都荒川区東日暮里３,東京都,荒川区,139.781235,35.730515,ハイムアイエスディ,ＪＲ常磐線/三河島駅,,,歩4分,都電荒川線/荒川区役所前駅,,,歩11分,京成本線/新三河島駅,,,歩12分,https://img01.suumo.com/front/gazo/fr/bukken/102/100378731102/100378731102_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,夕やけこやけふれあい館,62.48951284,139.781378 35.729964,9万円,5000円,9万円,-,2DK,36m2,https://img01.suumo.com/front/gazo/fr/bukken/102/100378731102/100378731102_co.jpg
東京都葛飾区四つ木３,東京都,葛飾区,139.830582,35.735706,Ｋｏｌｅｔ四ツ木０７,京成押上線/四ツ木駅,,,歩8分,京成押上線/八広駅,,,歩17分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/296/100370879296/100370879296_gw.jpg,-0.4,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,新四ツ木橋地区東岸,404.68258184,139.8314065 35.73212119,23.8万円,-,23.8万円,23.8万円,3SLDK,92.84m2,https://img01.suumo.com/front/gazo/fr/bukken/872/100374222872/100374222872_co.jpg
東京都葛飾区四つ木３,東京都,葛飾区,139.830582,35.735706,Ｋｏｌｅｔ四ツ木０７,京成押上線/四ツ木駅,,,歩8分,京成押上線/八広駅,,,歩17分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/296/100370879296/100370879296_gw.jpg,-0.4,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,新四ツ木橋地区東岸,404.68258184,139.8314065 35.73212119,23.8万円,-,23.8万円,23.8万円,3SLDK,92.84m2,https://img01.suumo.com/front/gazo/fr/bukken/296/100370879296/100370879296_co.jpg
東京都葛飾区四つ木３,東京都,葛飾区,139.830582,35.735706,Ｋｏｌｅｔ四ツ木０７,京成押上線/四ツ木駅,,,歩8分,京成押上線/八広駅,,,歩17分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/296/100370879296/100370879296_gw.jpg,-0.4,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,新四ツ木橋地区東岸,404.68258184,139.8314065 35.73212119,23.8万円,-,23.8万円,23.8万円,3SLDK,92.84m2,https://img01.suumo.com/front/gazo/fr/bukken/368/100359656368/100359656368_co.jpg
東京都葛飾区柴又５,東京都,葛飾区,139.883499,35.752319,クレイノNSII,北総線/新柴又駅,,,歩7分,京成金町線/柴又駅,,,歩11分,ＪＲ総武線/小岩駅,バス16分,(バス停)柴又小学校,(バス停)柴又小学校,https://img01.suumo.com/front/gazo/fr/bukken/748/100379378748/100379378748_gw.jpg,2.8,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,上小岩二小,606.31543925,139.8869597 35.74763896,7.4万円,5500円,-,7.4万円,1K,26.08m2,https://img01.suumo.com/front/gazo/fr/bukken/748/100379378748/100379378748_co.jpg
東京都荒川区東尾久５,東京都,荒川区,139.767761,35.747467,プラカーサ,日暮里・舎人ライナー/熊野前駅,,,歩5分,日暮里・舎人ライナー/赤土小学校前駅,,,歩9分,日暮里・舎人ライナー/足立小台駅,,,歩12分,https://img01.suumo.com/front/gazo/fr/bukken/072/100378978072/100378978072_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,尾久小学校,97.33282377,139.768811 35.747275,7.8万円,3000円,7.8万円,7.8万円,1K,24.48m2,https://img01.suumo.com/front/gazo/fr/bukken/072/100378978072/100378978072_co.jpg
東京都葛飾区東立石２,東京都,葛飾区,139.846832,35.733364,京成押上線 京成立石駅 5階建 築7年,京成押上線/京成立石駅,,,歩8分,京成押上線/四ツ木駅,,,歩14分,京成本線/お花茶屋駅,,,歩26分,https://img01.suumo.com/front/gazo/fr/bukken/411/100379040411/100379040411_gw.jpg,-1.1,5.0～10.0ｍ未満,揺れやすい,やや高い,なし,新四ツ木橋地区東岸,1402.2939558,139.8314065 35.73212119,7万円,10000円,-,7万円,1K,21.31m2,https://img01.suumo.com/front/gazo/fr/bukken/411/100379040411/100379040411_co.jpg
東京都葛飾区西亀有３,東京都,葛飾区,139.83934,35.761562,アクロポリス亀有,ＪＲ常磐線/亀有駅,,,歩9分,東京メトロ千代田線/綾瀬駅,,,歩19分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/729/100332429729/100332429729_gw.jpg,0.1,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,上千葉砂原公園一帯,471.6719586,139.8415434 35.75770896,8万円,5000円,8万円,-,1DK,33.11m2,https://img01.suumo.com/front/gazo/fr/bukken/596/100375907596/100375907596_co.jpg
東京都葛飾区西亀有３,東京都,葛飾区,139.83934,35.761562,アクロポリス亀有,ＪＲ常磐線/亀有駅,,,歩9分,東京メトロ千代田線/綾瀬駅,,,歩19分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/729/100332429729/100332429729_gw.jpg,0.1,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,上千葉砂原公園一帯,471.6719586,139.8415434 35.75770896,8.7万円,5000円,17.4万円,8.7万円,1DK,33.1m2,https://img01.suumo.com/front/gazo/fr/bukken/729/100332429729/100332429729_co.jpg
東京都葛飾区西亀有３,東京都,葛飾区,139.83934,35.761562,アクロポリス亀有,ＪＲ常磐線/亀有駅,,,歩9分,東京メトロ千代田線/綾瀬駅,,,歩19分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/729/100332429729/100332429729_gw.jpg,0.1,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,上千葉砂原公園一帯,471.6719586,139.8415434 35.75770896,9.5万円,5000円,9.5万円,9.5万円,1LDK,33.11m2,https://img01.suumo.com/front/gazo/fr/bukken/479/100320577479/100320577479_co.jpg
東京都荒川区東日暮里２,東京都,荒川区,139.785187,35.729988,東京メトロ日比谷線 三ノ輪駅 8階建 築13年,東京メトロ日比谷線/三ノ輪駅,,,歩11分,ＪＲ常磐線/三河島駅,,,歩10分,都電荒川線/荒川区役所前駅,,,歩5分,https://img01.suumo.com/front/gazo/fr/bukken/245/100370712245/100370712245_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,夕やけこやけふれあい館,344.61071865,139.781378 35.729964,8.5万円,14000円,-,8.5万円,1K,25.82m2,https://img01.suumo.com/front/gazo/fr/bukken/380/100373135380/100373135380_co.jpg
東京都荒川区東日暮里２,東京都,荒川区,139.785187,35.729988,東京メトロ日比谷線 三ノ輪駅 8階建 築13年,東京メトロ日比谷線/三ノ輪駅,,,歩11分,ＪＲ常磐線/三河島駅,,,歩10分,都電荒川線/荒川区役所前駅,,,歩5分,https://img01.suumo.com/front/gazo/fr/bukken/245/100370712245/100370712245_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,夕やけこやけふれあい館,344.61071865,139.781378 35.729964,11万円,14000円,-,11万円,1DK,35.2m2,https://img01.suumo.com/front/gazo/fr/bukken/245/100370712245/100370712245_co.jpg
東京都荒川区東日暮里２,東京都,荒川区,139.785187,35.729988,スカイラグーナ,東京メトロ日比谷線/三ノ輪駅,,,歩11分,ＪＲ常磐線/三河島駅,,,歩10分,都電荒川線/荒川区役所前駅,,,歩6分,https://img01.suumo.com/front/gazo/fr/bukken/190/100372540190/100372540190_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,夕やけこやけふれあい館,344.61071865,139.781378 35.729964,8.5万円,14000円,-,8.5万円,1K,25.82m2,https://img01.suumo.com/front/gazo/fr/bukken/075/100372936075/100372936075_co.jpg
